job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description
100011,Financial Analyst,Meridian Health Solutions,"Toronto, Canada",Our company is hiring an experienced Financial Analyst to support key initiatives. Responsibilities include: ensure reporting complies with GAAP standards; build financial models to support budgeting and forecasting; use SQL to extract and analyze financial data from internal systems. Requirements: familiarity with SQL and Power BI for financial reporting; understanding of GAAP and risk analysis principles. This role offers competitive benefits and a flexible work culture.,Executive (12+ years),Master's Degree in Business Administration (MBA),"GBP 45,000-75,000",Full-time,Our company is hiring an experienced Financial Analyst to support key initiatives. Responsibilities include ensure reporting complies with GAAP standards build financial models to support budgeting and forecasting use SQL to extract and analyze financial data from internal systems. Requirements familiarity with SQL and Power BI for financial reporting understanding of GAAP and risk analysis principles. This role offers competitive benefits and a flexible work culture.
100012,Frontend Developer,Ironwood Manufacturing,"Delhi, India","We are seeking a talented Frontend Developer who is passionate about delivering results. Responsibilities include: write unit tests with Jest to ensure code reliability; build responsive, accessible user interfaces using React and TypeScript; optimize bundle size and performance using Webpack. Requirements: familiarity with responsive design principles across devices; hands-on experience with React and modern frontend tooling. This role offers competitive benefits and a flexible work culture.",Lead (8-12 years),High School Diploma,"EUR 35,000-55,000",Full-time,"We are seeking a talented Frontend Developer who is passionate about delivering results. Responsibilities include write unit tests with Jest to ensure code reliability build responsive, accessible user interfaces using React and TypeScript optimize bundle size and performance using Webpack. Requirements familiarity with responsive design principles across devices hands-on experience with React and modern frontend tooling. This role offers competitive benefits and a flexible work culture."
100013,Data Scientist,Northgate Logistics,Singapore,"Our company is hiring an experienced Data Scientist to support key initiatives. Responsibilities include: analyze large datasets using Python and SQL to extract actionable insights; collaborate with engineering teams to productionize models using TensorFlow or PyTorch; design and evaluate A/B tests to measure product impact. Requirements: hands-on experience with pandas, scikit-learn, and statistical modeling techniques; experience with data visualization tools like Tableau or Power BI. This is a great opportunity to make an impact in a fast-paced environment.",Entry level (0-1 years),Diploma or equivalent professional certification,"USD 75,000-110,000",Internship,"Our company is hiring an experienced Data Scientist to support key initiatives. Responsibilities include analyze large datasets using Python and SQL to extract actionable insights collaborate with engineering teams to productionize models using TensorFlow or PyTorch design and evaluate A B tests to measure product impact. Requirements hands-on experience with pandas, scikit-learn, and statistical modeling techniques experience with data visualization tools like Tableau or Power BI. This is a great opportunity to make an impact in a fast-paced environment."
100014,DevOps Engineer,Nova Payments Inc,"Amsterdam, Netherlands",Join us as a DevOps Engineer and help drive our team's success. Responsibilities include: containerize applications using Docker and orchestrate them with Kubernetes; automate configuration management with Ansible; set up monitoring and alerting to ensure system reliability. Requirements: familiarity with monitoring and logging tools; strong experience with AWS and infrastructure-as-code tools like Terraform. This role offers competitive benefits and a flexible work culture.,Executive (12+ years),Master's Degree,"INR 400,000-800,000",Part-time,Join us as a DevOps Engineer and help drive our team's success. Responsibilities include containerize applications using Docker and orchestrate them with Kubernetes automate configuration management with Ansible set up monitoring and alerting to ensure system reliability. Requirements familiarity with monitoring and logging tools strong experience with AWS and infrastructure-as-code tools like Terraform. This role offers competitive benefits and a flexible work culture.
100015,DevOps Engineer,Fernwood Digital,"Seattle, WA, USA",Our company is hiring an experienced DevOps Engineer to support key initiatives. Responsibilities include: manage cloud infrastructure on AWS using Terraform; set up monitoring and alerting to ensure system reliability; containerize applications using Docker and orchestrate them with Kubernetes. Requirements: strong experience with AWS and infrastructure-as-code tools like Terraform; familiarity with monitoring and logging tools. We offer a collaborative environment and opportunities for professional growth.,Lead (8-12 years),Master's Degree,"EUR 35,000-55,000",Full-time,Our company is hiring an experienced DevOps Engineer to support key initiatives. Responsibilities include manage cloud infrastructure on AWS using Terraform set up monitoring and alerting to ensure system reliability containerize applications using Docker and orchestrate them with Kubernetes. Requirements strong experience with AWS and infrastructure-as-code tools like Terraform familiarity with monitoring and logging tools. We offer a collaborative environment and opportunities for professional growth.
100016,Data Scientist,Granite Construction Group,"Seattle, WA, USA",Join us as a Data Scientist and help drive our team's success. Responsibilities include: analyze large datasets using Python and SQL to extract actionable insights; create dashboards and visualizations to communicate findings to stakeholders; design and evaluate A/B tests to measure product impact. Requirements: experience with data visualization tools like Tableau or Power BI; strong proficiency in Python and SQL. This is a great opportunity to make an impact in a fast-paced environment.,Junior (1-3 years),Master's Degree in Business Administration (MBA),"EUR 55,000-90,000",Full-time,Join us as a Data Scientist and help drive our team's success. Responsibilities include analyze large datasets using Python and SQL to extract actionable insights create dashboards and visualizations to communicate findings to stakeholders design and evaluate A B tests to measure product impact. Requirements experience with data visualization tools like Tableau or Power BI strong proficiency in Python and SQL. This is a great opportunity to make an impact in a fast-paced environment.
100017,Financial Analyst,Vertex Financial Services,"Hyderabad, Telangana, India",Join us as a Financial Analyst and help drive our team's success. Responsibilities include: create dashboards in Power BI to track key financial metrics; build financial models to support budgeting and forecasting; use SQL to extract and analyze financial data from internal systems. Requirements: advanced Excel skills including financial modeling; understanding of GAAP and risk analysis principles. This is a great opportunity to make an impact in a fast-paced environment.,Senior (5-8 years),"Master's Degree in Data Science, Statistics, or related field","INR 1,600,000-2,800,000",Full-time,Join us as a Financial Analyst and help drive our team's success. Responsibilities include create dashboards in Power BI to track key financial metrics build financial models to support budgeting and forecasting use SQL to extract and analyze financial data from internal systems. Requirements advanced Excel skills including financial modeling understanding of GAAP and risk analysis principles. This is a great opportunity to make an impact in a fast-paced environment.
100018,UX/UI Designer,Prism Media Group,"Hyderabad, Telangana, India",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: create wireframes and interactive prototypes using Figma; build and maintain a consistent design system across products; ensure designs meet accessibility standards. Requirements: proficiency in Figma or Adobe XD; strong portfolio demonstrating wireframing and prototyping skills. This is a great opportunity to make an impact in a fast-paced environment.,Junior (1-3 years),Diploma or equivalent professional certification,"USD 110,000-160,000",Full-time,Join us as a UX UI Designer and help drive our team's success. Responsibilities include create wireframes and interactive prototypes using Figma build and maintain a consistent design system across products ensure designs meet accessibility standards. Requirements proficiency in Figma or Adobe XD strong portfolio demonstrating wireframing and prototyping skills. This is a great opportunity to make an impact in a fast-paced environment.
100019,Customer Support Specialist,Orbital Systems,"Bengaluru, Karnataka, India",Our company is hiring an experienced Customer Support Specialist to support key initiatives. Responsibilities include: troubleshoot product issues and escalate complex cases when needed; build strong product knowledge to resolve issues efficiently; handle escalation management for high-priority customer concerns. Requirements: experience using CRM software to track customer interactions; prior experience in customer service or technical support. This is a great opportunity to make an impact in a fast-paced environment.,Lead (8-12 years),High School Diploma,"USD 75,000-110,000",Full-time,Our company is hiring an experienced Customer Support Specialist to support key initiatives. Responsibilities include troubleshoot product issues and escalate complex cases when needed build strong product knowledge to resolve issues efficiently handle escalation management for high-priority customer concerns. Requirements experience using CRM software to track customer interactions prior experience in customer service or technical support. This is a great opportunity to make an impact in a fast-paced environment.
100020,Data Scientist,Meridian Health Solutions,"London, United Kingdom","We are seeking a talented Data Scientist who is passionate about delivering results. Responsibilities include: collaborate with engineering teams to productionize models using TensorFlow or PyTorch; create dashboards and visualizations to communicate findings to stakeholders; build and deploy machine learning models to solve business problems. Requirements: hands-on experience with pandas, scikit-learn, and statistical modeling techniques; experience with data visualization tools like Tableau or Power BI. This role offers competitive benefits and a flexible work culture.",Senior (5-8 years),Master's Degree in Business Administration (MBA),"GBP 28,000-45,000",Full-time,"We are seeking a talented Data Scientist who is passionate about delivering results. Responsibilities include collaborate with engineering teams to productionize models using TensorFlow or PyTorch create dashboards and visualizations to communicate findings to stakeholders build and deploy machine learning models to solve business problems. Requirements hands-on experience with pandas, scikit-learn, and statistical modeling techniques experience with data visualization tools like Tableau or Power BI. This role offers competitive benefits and a flexible work culture."
100021,Data Scientist,Pinecrest Energy,"Amsterdam, Netherlands",Join us as a Data Scientist and help drive our team's success. Responsibilities include: create dashboards and visualizations to communicate findings to stakeholders; analyze large datasets using Python and SQL to extract actionable insights; build and deploy machine learning models to solve business problems. Requirements: strong proficiency in Python and SQL; experience with data visualization tools like Tableau or Power BI. We offer a collaborative environment and opportunities for professional growth.,Mid level (3-5 years),High School Diploma,"USD 45,000-75,000",Full-time,Join us as a Data Scientist and help drive our team's success. Responsibilities include create dashboards and visualizations to communicate findings to stakeholders analyze large datasets using Python and SQL to extract actionable insights build and deploy machine learning models to solve business problems. Requirements strong proficiency in Python and SQL experience with data visualization tools like Tableau or Power BI. We offer a collaborative environment and opportunities for professional growth.
100022,Business Analyst,Fernwood Digital,Remote,Our company is hiring an experienced Business Analyst to support key initiatives. Responsibilities include: work closely with Agile teams to translate requirements into user stories; gather and document business requirements from stakeholders; create process maps to visualize current and future state workflows. Requirements: experience in requirements gathering and process mapping; strong SQL and Excel skills for data analysis. We value continuous learning and provide support for career development.,Senior (5-8 years),Bachelor's Degree,"EUR 35,000-55,000",Contract,Our company is hiring an experienced Business Analyst to support key initiatives. Responsibilities include work closely with Agile teams to translate requirements into user stories gather and document business requirements from stakeholders create process maps to visualize current and future state workflows. Requirements experience in requirements gathering and process mapping strong SQL and Excel skills for data analysis. We value continuous learning and provide support for career development.
100023,Digital Marketing Specialist,Vertex Financial Services,Remote,Our company is hiring an experienced Digital Marketing Specialist to support key initiatives. Responsibilities include: analyze campaign performance using Google Analytics; create engaging content for email marketing and social media channels; manage paid advertising campaigns across Google Ads and social media. Requirements: proven experience with SEO and Google Analytics; familiarity with marketing automation tools such as HubSpot. This is a great opportunity to make an impact in a fast-paced environment.,Junior (1-3 years),Master's Degree in Business Administration (MBA),"INR 1,600,000-2,800,000",Part-time,Our company is hiring an experienced Digital Marketing Specialist to support key initiatives. Responsibilities include analyze campaign performance using Google Analytics create engaging content for email marketing and social media channels manage paid advertising campaigns across Google Ads and social media. Requirements proven experience with SEO and Google Analytics familiarity with marketing automation tools such as HubSpot. This is a great opportunity to make an impact in a fast-paced environment.
100024,Business Analyst,Pinecrest Energy,"Hyderabad, Telangana, India",We are seeking a talented Business Analyst who is passionate about delivering results. Responsibilities include: gather and document business requirements from stakeholders; analyze data using SQL and Excel to identify process improvements; build reports and dashboards in Power BI to support decision-making. Requirements: familiarity with Agile delivery and documentation practices; experience in requirements gathering and process mapping. This is a great opportunity to make an impact in a fast-paced environment.,Junior (1-3 years),Master's Degree in Business Administration (MBA),"USD 110,000-160,000",Full-time,We are seeking a talented Business Analyst who is passionate about delivering results. Responsibilities include gather and document business requirements from stakeholders analyze data using SQL and Excel to identify process improvements build reports and dashboards in Power BI to support decision-making. Requirements familiarity with Agile delivery and documentation practices experience in requirements gathering and process mapping. This is a great opportunity to make an impact in a fast-paced environment.
100025,Customer Support Specialist,Quartz Data Systems,"Chicago, IL, USA","We are seeking a talented Customer Support Specialist who is passionate about delivering results. Responsibilities include: respond to customer inquiries via email, live chat, and ticketing systems like Zendesk; troubleshoot product issues and escalate complex cases when needed; build strong product knowledge to resolve issues efficiently. Requirements: prior experience in customer service or technical support; experience using CRM software to track customer interactions. This role offers competitive benefits and a flexible work culture.",Executive (12+ years),High School Diploma,"EUR 55,000-90,000",Full-time,"We are seeking a talented Customer Support Specialist who is passionate about delivering results. Responsibilities include respond to customer inquiries via email, live chat, and ticketing systems like Zendesk troubleshoot product issues and escalate complex cases when needed build strong product knowledge to resolve issues efficiently. Requirements prior experience in customer service or technical support experience using CRM software to track customer interactions. This role offers competitive benefits and a flexible work culture."
100026,Digital Marketing Specialist,Harbor & Co,"Dubai, UAE",We are seeking a talented Digital Marketing Specialist who is passionate about delivering results. Responsibilities include: run A/B tests to optimize conversion rates on landing pages; create engaging content for email marketing and social media channels; manage paid advertising campaigns across Google Ads and social media. Requirements: proven experience with SEO and Google Analytics; familiarity with marketing automation tools such as HubSpot. This is a great opportunity to make an impact in a fast-paced environment.,Mid level (3-5 years),Master's Degree,"EUR 55,000-90,000",Full-time,We are seeking a talented Digital Marketing Specialist who is passionate about delivering results. Responsibilities include run A B tests to optimize conversion rates on landing pages create engaging content for email marketing and social media channels manage paid advertising campaigns across Google Ads and social media. Requirements proven experience with SEO and Google Analytics familiarity with marketing automation tools such as HubSpot. This is a great opportunity to make an impact in a fast-paced environment.
100027,Digital Marketing Specialist,BluePeak Technologies,"Mumbai, Maharashtra, India",Join us as a Digital Marketing Specialist and help drive our team's success. Responsibilities include: run A/B tests to optimize conversion rates on landing pages; create engaging content for email marketing and social media channels; analyze campaign performance using Google Analytics. Requirements: proven experience with SEO and Google Analytics; familiarity with marketing automation tools such as HubSpot. We offer a collaborative environment and opportunities for professional growth.,Junior (1-3 years),Master's Degree in Business Administration (MBA),"USD 110,000-160,000",Full-time,Join us as a Digital Marketing Specialist and help drive our team's success. Responsibilities include run A B tests to optimize conversion rates on landing pages create engaging content for email marketing and social media channels analyze campaign performance using Google Analytics. Requirements proven experience with SEO and Google Analytics familiarity with marketing automation tools such as HubSpot. We offer a collaborative environment and opportunities for professional growth.
100028,UX/UI Designer,Willowbrook Hospitality,"Chennai, Tamil Nadu, India",Our company is hiring an experienced UX/UI Designer to support key initiatives. Responsibilities include: conduct user research and usability testing to inform design decisions; build and maintain a consistent design system across products; create wireframes and interactive prototypes using Figma. Requirements: strong portfolio demonstrating wireframing and prototyping skills; proficiency in Figma or Adobe XD. This role offers competitive benefits and a flexible work culture.,Mid level (3-5 years),Bachelor's Degree in Computer Science or related field,"INR 1,600,000-2,800,000",Full-time,Our company is hiring an experienced UX UI Designer to support key initiatives. Responsibilities include conduct user research and usability testing to inform design decisions build and maintain a consistent design system across products create wireframes and interactive prototypes using Figma. Requirements strong portfolio demonstrating wireframing and prototyping skills proficiency in Figma or Adobe XD. This role offers competitive benefits and a flexible work culture.
100029,Supply Chain Coordinator,Northgate Logistics,Remote,Our company is hiring an experienced Supply Chain Coordinator to support key initiatives. Responsibilities include: work with SAP to manage procurement and vendor management processes; communicate with logistics partners to ensure timely deliveries; coordinate inventory management and shipment tracking across warehouses. Requirements: experience with vendor management and procurement; experience in logistics coordination and inventory management. This role offers competitive benefits and a flexible work culture.,Lead (8-12 years),PhD or equivalent research experience,"EUR 35,000-55,000",Full-time,Our company is hiring an experienced Supply Chain Coordinator to support key initiatives. Responsibilities include work with SAP to manage procurement and vendor management processes communicate with logistics partners to ensure timely deliveries coordinate inventory management and shipment tracking across warehouses. Requirements experience with vendor management and procurement experience in logistics coordination and inventory management. This role offers competitive benefits and a flexible work culture.
100030,UX/UI Designer,Nova Payments Inc,"Seattle, WA, USA",Our company is hiring an experienced UX/UI Designer to support key initiatives. Responsibilities include: conduct user research and usability testing to inform design decisions; collaborate with product and engineering teams on interaction design; ensure designs meet accessibility standards. Requirements: understanding of accessibility and visual design principles; strong portfolio demonstrating wireframing and prototyping skills. This role offers competitive benefits and a flexible work culture.,Senior (5-8 years),Master's Degree,"INR 400,000-800,000",Contract,Our company is hiring an experienced UX UI Designer to support key initiatives. Responsibilities include conduct user research and usability testing to inform design decisions collaborate with product and engineering teams on interaction design ensure designs meet accessibility standards. Requirements understanding of accessibility and visual design principles strong portfolio demonstrating wireframing and prototyping skills. This role offers competitive benefits and a flexible work culture.
100031,Product Manager,Ironwood Manufacturing,"Chicago, IL, USA",Our company is hiring an experienced Product Manager to support key initiatives. Responsibilities include: analyze product data to inform strategic decisions; run A/B tests to validate product hypotheses; work with engineering and design teams in an Agile environment using Jira. Requirements: experience owning product strategy and roadmap planning; familiarity with Agile methodologies and tools like Jira. We value continuous learning and provide support for career development.,Junior (1-3 years),Master's Degree,"USD 45,000-75,000",Contract,Our company is hiring an experienced Product Manager to support key initiatives. Responsibilities include analyze product data to inform strategic decisions run A B tests to validate product hypotheses work with engineering and design teams in an Agile environment using Jira. Requirements experience owning product strategy and roadmap planning familiarity with Agile methodologies and tools like Jira. We value continuous learning and provide support for career development.
100032,Supply Chain Coordinator,Anchor Bank Corp,"London, United Kingdom",We are looking for a motivated Supply Chain Coordinator to join our growing team. Responsibilities include: support demand planning to optimize stock levels; work with SAP to manage procurement and vendor management processes; communicate with logistics partners to ensure timely deliveries. Requirements: strong Excel skills for demand planning and cost analysis; experience in logistics coordination and inventory management. We offer a collaborative environment and opportunities for professional growth.,Lead (8-12 years),"Master's Degree in Data Science, Statistics, or related field","USD 45,000-75,000",Full-time,We are looking for a motivated Supply Chain Coordinator to join our growing team. Responsibilities include support demand planning to optimize stock levels work with SAP to manage procurement and vendor management processes communicate with logistics partners to ensure timely deliveries. Requirements strong Excel skills for demand planning and cost analysis experience in logistics coordination and inventory management. We offer a collaborative environment and opportunities for professional growth.
100033,Business Analyst,Lumen Insurance,"Boston, MA, USA",We are looking for a motivated Business Analyst to join our growing team. Responsibilities include: build reports and dashboards in Power BI to support decision-making; analyze data using SQL and Excel to identify process improvements; work closely with Agile teams to translate requirements into user stories. Requirements: experience in requirements gathering and process mapping; familiarity with Agile delivery and documentation practices. This is a great opportunity to make an impact in a fast-paced environment.,Mid level (3-5 years),PhD or equivalent research experience,"EUR 35,000-55,000",Part-time,We are looking for a motivated Business Analyst to join our growing team. Responsibilities include build reports and dashboards in Power BI to support decision-making analyze data using SQL and Excel to identify process improvements work closely with Agile teams to translate requirements into user stories. Requirements experience in requirements gathering and process mapping familiarity with Agile delivery and documentation practices. This is a great opportunity to make an impact in a fast-paced environment.
100034,Data Scientist,Anchor Bank Corp,"Amsterdam, Netherlands",Join us as a Data Scientist and help drive our team's success. Responsibilities include: build and deploy machine learning models to solve business problems; design and evaluate A/B tests to measure product impact; collaborate with engineering teams to productionize models using TensorFlow or PyTorch. Requirements: familiarity with deep learning frameworks such as TensorFlow or PyTorch; experience with data visualization tools like Tableau or Power BI. We offer a collaborative environment and opportunities for professional growth.,Executive (12+ years),Master's Degree,"INR 800,000-1,600,000",Full-time,Join us as a Data Scientist and help drive our team's success. Responsibilities include build and deploy machine learning models to solve business problems design and evaluate A B tests to measure product impact collaborate with engineering teams to productionize models using TensorFlow or PyTorch. Requirements familiarity with deep learning frameworks such as TensorFlow or PyTorch experience with data visualization tools like Tableau or Power BI. We offer a collaborative environment and opportunities for professional growth.
100035,UX/UI Designer,Willowbrook Hospitality,"Chicago, IL, USA",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: build and maintain a consistent design system across products; create wireframes and interactive prototypes using Figma; conduct user research and usability testing to inform design decisions. Requirements: understanding of accessibility and visual design principles; experience conducting user research and usability testing. This is a great opportunity to make an impact in a fast-paced environment.,Executive (12+ years),PhD or equivalent research experience,"INR 800,000-1,600,000",Full-time,Join us as a UX UI Designer and help drive our team's success. Responsibilities include build and maintain a consistent design system across products create wireframes and interactive prototypes using Figma conduct user research and usability testing to inform design decisions. Requirements understanding of accessibility and visual design principles experience conducting user research and usability testing. This is a great opportunity to make an impact in a fast-paced environment.
100036,Supply Chain Coordinator,Falconview Aerospace,"Delhi, India",We are looking for a motivated Supply Chain Coordinator to join our growing team. Responsibilities include: support demand planning to optimize stock levels; communicate with logistics partners to ensure timely deliveries; coordinate inventory management and shipment tracking across warehouses. Requirements: experience with vendor management and procurement; strong Excel skills for demand planning and cost analysis. We value continuous learning and provide support for career development.,Mid level (3-5 years),PhD or equivalent research experience,"GBP 45,000-75,000",Full-time,We are looking for a motivated Supply Chain Coordinator to join our growing team. Responsibilities include support demand planning to optimize stock levels communicate with logistics partners to ensure timely deliveries coordinate inventory management and shipment tracking across warehouses. Requirements experience with vendor management and procurement strong Excel skills for demand planning and cost analysis. We value continuous learning and provide support for career development.
100037,Product Manager,Silverline Consulting,"Toronto, Canada",We are looking for a motivated Product Manager to join our growing team. Responsibilities include: run A/B tests to validate product hypotheses; communicate product strategy to stakeholders across the organization; own the product roadmap and prioritize features based on user research. Requirements: familiarity with Agile methodologies and tools like Jira; strong data analysis and prioritization skills. We value continuous learning and provide support for career development.,Lead (8-12 years),Diploma or equivalent professional certification,"USD 110,000-160,000",Full-time,We are looking for a motivated Product Manager to join our growing team. Responsibilities include run A B tests to validate product hypotheses communicate product strategy to stakeholders across the organization own the product roadmap and prioritize features based on user research. Requirements familiarity with Agile methodologies and tools like Jira strong data analysis and prioritization skills. We value continuous learning and provide support for career development.
